index_,index,customer_city,customer_state,customer_zip_code_prefix,id,most_voted_class,most_voted_subclass,order_aproved_at,order_delivered_customer_date,order_estimated_delivery_date,order_freight_value,order_items_qty,order_products_value,order_purchase_timestamp,order_sellers_qty,order_status,product_category_name,product_description_length,product_name_length,product_photos_qty,review_answer_timestamp,review_comment_message,review_creation_date,review_score,votes_before_estimate,votes_delayed,votes_low_quality,votes_not_as_anounced,votes_other_delivery,votes_other_order,votes_partial_delivery,votes_return,votes_satisfied
1909,1909,Sao Paulo,SP,34,1910,satisfeito_com_pedido,antes_prazo,2017-08-11 23:45:12.745439,2017-08-23 18:34:21.248887,2017-09-04 00:00:00.000000,14.1,1,32.9,2017-08-11 23:34:33,1,delivered,automotivo,261,29,3,2017-08-28 15:59:44,produto chegou correto e antes do prazo,2017-08-24 00:00:00,5,3,0,0,0,0,0,0,0,0
1910,1910,RIO DE JANEIRO,RJ,213,1911,satisfeito_com_pedido,satisfeito,2018-01-02 15:13:30.999168,2018-01-08 17:50:15.688652,2018-01-31 00:00:00.000000,14.1,1,24.9,2018-01-02 15:02:30,1,delivered,esporte_lazer,221,30,4,2018-01-09 22:48:15,adorei o produto,2018-01-09 00:00:00,5,0,0,0,0,0,0,0,0,3
1911,1911,Sao Paulo,SP,23,1912,problemas_de_entrega,atrasado,2017-06-20 11:30:26.428031,2017-08-05 17:32:53.651561,2017-07-10 00:00:00.000000,14.1,1,31.9,2017-06-16 23:33:07,1,delivered,informatica_acessorios,1078,34,2,2017-07-14 15:58:36,faz quase 1 mês que fiz esse pedido e até agora ninguém me contatou se quer para dar uma satisfação não comprem desse parceiro só dor de cabeça,2017-07-14 00:00:00,1,0,3,0,0,0,0,0,0,0
1912,1912,Cambuquira,MG,374,1913,problemas_de_qualidade,devolucao,2017-04-17 13:25:18.480576,2017-04-27 07:08:14.514951,2017-05-10 00:00:00.000000,14.52,1,23.9,2017-04-17 13:12:23,1,delivered,perfumaria,177,52,4,2017-05-02 22:27:22,já entrei no site e fiz minha reclamação pois infelizmente o produto foi mal embrulhado e a maquiagem veio quebrada e danificada gostaria de receber outro produto ou meu dinheiro de volta,2017-04-28 00:00:00,1,0,0,0,0,1,0,0,2,0
1913,1913,Coronel Fabriciano,MG,351,1914,,,2018-02-28 10:11:04.604404,2018-04-03 18:28:54.328053,2018-03-23 00:00:00.000000,18.69,1,74.9,2018-02-26 15:47:23,2,delivered,automotivo,694,33,1,2018-03-28 22:23:19,o produto não foi entregue mas sei que os correios estiveram em greve e possivelmente aconteceu outros problemas coma entrega então pelo que percebo não há nada que desabone a loja,2018-03-28 00:00:00,4,0,1,0,0,1,0,0,0,1
1914,1914,Ananindeua,PA,671,1915,satisfeito_com_pedido,antes_prazo,2018-02-25 23:47:26.991482,2018-03-21 20:08:44.412978,2018-04-04 00:00:00.000000,29.3,1,128.56,2018-02-25 23:31:03,1,delivered,esporte_lazer,3723,59,1,2018-03-23 02:45:24,chegou antes do prazo,2018-03-22 00:00:00,5,3,0,0,0,0,0,0,0,0
1915,1915,Valparaiso de Goias,GO,728,1916,problemas_de_entrega,entrega_parcial,2018-02-02 08:11:12.886072,2018-02-15 23:12:54.823439,2018-03-02 00:00:00.000000,14.1,1,49.9,2018-02-01 18:25:20,2,delivered,moveis_decoracao,1518,55,3,2018-02-19 18:01:08,foi entregue apenas um dos itens o segundo não foi,2018-02-17 00:00:00,1,0,0,0,0,0,0,3,0,0
1916,1916,Linhares,ES,299,1917,satisfeito_com_pedido,satisfeito,2018-01-16 04:31:07.392531,2018-02-02 01:06:08.586204,2018-03-02 00:00:00.000000,58.54,1,107.0,2018-01-13 13:36:23,1,delivered,automotivo,69,35,1,2018-02-06 14:50:47,bom preço e bom prazo,2018-02-02 00:00:00,4,0,0,0,0,0,0,0,0,3
1917,1917,Volta Redonda,RJ,272,1918,satisfeito_com_pedido,satisfeito,2017-09-13 20:10:28.795110,2017-10-03 20:24:00.271389,2017-10-20 00:00:00.000000,18.21,1,252.43,2017-09-13 19:57:35,1,delivered,moveis_decoracao,499,57,3,2017-10-05 02:40:05,chegou dentro do prazo produto chegou de acordo com minha expectativa,2017-10-04 00:00:00,5,0,0,0,0,0,0,0,0,3
1918,1918,Niteroi,RJ,241,1919,satisfeito_com_pedido,satisfeito,2018-02-21 13:50:18.034236,2018-03-09 16:02:33.051087,2018-03-14 00:00:00.000000,15.11,1,39.9,2018-02-21 13:26:13,1,delivered,utilidades_domesticas,80,57,2,2018-03-12 16:22:09,adorei os pratinhos são lindos,2018-03-10 00:00:00,5,0,0,0,0,0,0,0,0,3
1919,1919,Sao Paulo,SP,12,1920,satisfeito_com_pedido,satisfeito,2017-10-16 21:49:51.884701,2017-10-19 16:45:59.098333,2017-11-06 00:00:00.000000,12.27,1,109.9,2017-10-16 21:24:33,1,delivered,relogios_presentes,1076,33,3,2017-10-23 14:57:36,a entrega foi extremamente rápida,2017-10-20 00:00:00,5,1,0,0,0,0,0,0,0,2
1920,1920,RIO DE JANEIRO,RJ,227,1921,problemas_de_entrega,atrasado,2017-11-24 12:31:38.246194,2018-01-03 20:56:37.214532,2017-12-21 00:00:00.000000,17.92,1,95.0,2017-11-24 10:47:57,1,delivered,beleza_saude,1651,43,1,2017-12-26 00:52:23,péssimo meu filho comprou um celular para me presentear e demorou 2 meses para entregar nunca mais compro com vocês e não indicarei ninguém deletarei o app,2017-12-22 00:00:00,1,0,3,0,0,0,0,0,0,0
1921,1921,Sao Paulo,SP,53,1922,,,2018-03-13 16:48:07.698351,2018-03-17 06:51:44.048572,2018-03-23 00:00:00.000000,7.39,1,13.99,2018-03-13 15:57:08,2,delivered,perfumaria,933,54,1,2018-03-19 16:13:31,consta no site que o meu pedido já foi entregue porém não recebi favor verificar os dados da pessoa que recebeu e me retornar com urgência pois vou atrás do meu direito como consumidor aguardo retorno,2018-03-17 00:00:00,1,0,1,0,0,1,1,0,0,0
1922,1922,Araraquara,SP,148,1923,satisfeito_com_pedido,satisfeito,2017-08-02 02:35:59.291879,2017-08-14 21:18:04.264791,2017-08-30 00:00:00.000000,17.92,1,30.8,2017-07-29 14:13:50,1,delivered,beleza_saude,537,44,1,2017-08-16 15:50:32,o produto e otimo a entrega foi rapida e e atendimento perfeito,2017-08-15 00:00:00,5,1,0,0,0,0,0,0,0,2
1923,1923,Sao Tiago,MG,363,1924,problemas_de_entrega,atrasado,2018-03-12 20:35:36.989298,2018-04-07 01:12:04.910170,2018-04-03 00:00:00.000000,19.98,1,299.9,2018-03-12 20:22:36,1,delivered,relogios_presentes,567,50,2,2018-04-05 15:42:46,comprei um relógio neste pedido 02 000000000 e até hoje não o recebi e nem entraram em contato comigo para dar uma satisfação servico de péssima qualidade,2018-04-05 00:00:00,1,0,3,0,0,0,0,0,0,0
1924,1924,Canoas,RS,923,1925,problemas_de_entrega,atrasado,2018-02-13 19:30:25.712578,2018-03-16 21:06:47.579940,2018-03-14 00:00:00.000000,16.95,1,99.99,2018-02-13 19:15:17,1,delivered,cool_stuff,1024,56,1,2018-03-16 15:06:42,minha filha vai ganhar bebe até quarta e a bolsa q ela escolheu não veio muito chato isso,2018-03-16 00:00:00,1,0,3,0,0,0,0,0,0,0
1925,1925,Pocos de Caldas,MG,377,1926,problemas_de_entrega,atrasado,2018-02-23 19:08:07.718762,2018-04-03 19:22:58.843507,2018-03-22 00:00:00.000000,69.96,4,599.6,2018-02-23 18:54:21,1,delivered,informatica_acessorios,421,58,1,2018-03-27 16:00:37,não recebi até hoje mas já paguei no cartão demora tanto assim,2018-03-24 00:00:00,1,0,3,0,0,0,0,0,0,0
1926,1926,Olinda,PE,533,1927,satisfeito_com_pedido,satisfeito,2017-11-29 12:31:42.019337,2017-12-07 17:41:29.750056,2017-12-22 00:00:00.000000,21.03,1,89.9,2017-11-27 22:36:13,1,delivered,moveis_decoracao,701,56,5,2017-12-16 03:32:18,muito bom gostei bastante tecido ótimo atendeu minhas espectativas super recomendo,2017-12-15 00:00:00,5,0,0,0,0,0,0,0,0,3
1927,1927,Sao Paulo,SP,57,1928,satisfeito_com_pedido,satisfeito,2017-12-05 12:10:24.390967,2017-12-16 16:19:07.673807,2017-12-29 00:00:00.000000,32.08,1,189.9,2017-12-05 11:12:49,1,delivered,moveis_decoracao,87,59,2,2017-12-20 01:27:59,fui muito bem atendida o quadro é lindo e está embaixo da árvore de natal para minha filha obrigada,2017-12-17 00:00:00,5,0,0,0,0,0,0,0,0,3
1928,1928,RIO DE JANEIRO,RJ,222,1929,satisfeito_com_pedido,satisfeito,2018-01-12 01:34:23.938502,2018-01-22 20:27:05.542421,2018-02-09 00:00:00.000000,15.1,1,19.9,2018-01-12 01:22:28,3,delivered,moveis_decoracao,438,44,1,2018-01-24 14:46:28,excelente produto recomendo,2018-01-23 00:00:00,5,0,0,0,0,0,0,0,0,3
1929,1929,Curitiba,PR,815,1930,satisfeito_com_pedido,satisfeito,2017-11-27 00:32:44.133668,2017-12-14 18:28:50.237623,2017-12-20 00:00:00.000000,17.88,1,89.9,2017-11-27 00:19:36,1,delivered,casa_conforto,187,56,1,2017-12-20 02:06:07,excelente,2017-12-15 00:00:00,4,0,0,0,0,0,0,0,0,3
1930,1930,Guacui,ES,295,1931,satisfeito_com_pedido,satisfeito,2018-01-08 17:49:19.184934,2018-01-19 19:42:52.948206,2018-02-07 00:00:00.000000,16.86,1,59.8,2018-01-08 17:37:59,1,delivered,fashion_underwear_e_moda_praia,1782,39,2,2018-01-23 13:32:30,bom,2018-01-20 00:00:00,5,0,0,0,0,0,0,0,0,6
1931,1931,Braganca Paulista,SP,129,1932,satisfeito_com_pedido,satisfeito,2018-02-17 20:06:53.199341,2018-02-21 19:29:11.269780,2018-03-13 00:00:00.000000,12.74,1,56.97,2018-02-17 19:58:20,1,delivered,alimentos,919,52,1,2018-02-23 03:16:20,chegou no prazo sem problemas recomendo,2018-02-22 00:00:00,4,0,0,0,0,0,0,0,0,3
1932,1932,Curitiba,PR,818,1933,satisfeito_com_pedido,antes_prazo,2017-12-07 15:31:54.713792,2017-12-18 19:23:30.676409,2018-01-05 00:00:00.000000,15.24,1,67.9,2017-12-07 07:57:21,1,delivered,brinquedos,90,41,2,2017-12-20 01:15:35,recebi o produto bem antes do esperado em perfeitas condições parabéns a lannister pela dedicação,2017-12-19 00:00:00,5,3,0,0,0,0,0,0,0,0
1933,1933,Piedade do Rio Grande,MG,362,1934,problemas_de_entrega,atrasado,2017-11-14 04:26:53.173984,2017-12-12 00:08:58.903156,2017-12-12 00:00:00.000000,67.82,2,157.98,2017-11-13 14:58:08,1,delivered,moveis_escritorio,1135,58,1,2017-12-18 03:06:40,demora muito a entregar,2017-12-13 00:00:00,3,0,3,0,0,0,0,0,0,0
1934,1934,Rio das Ostras,RJ,288,1935,satisfeito_com_pedido,satisfeito,2018-01-15 21:59:28.176455,2018-02-05 22:09:38.233802,2018-02-14 00:00:00.000000,16.79,1,18.9,2018-01-15 21:47:42,1,delivered,eletronicos,101,42,1,2018-02-07 16:06:10,produto entregue no prazo e de excelente qualidade,2018-02-06 00:00:00,5,0,0,0,0,0,0,0,0,3
1935,1935,Avare,SP,187,1936,satisfeito_com_pedido,satisfeito,2017-12-08 16:14:23.150784,2017-12-15 20:27:09.664339,2018-01-03 00:00:00.000000,13.32,1,259.9,2017-12-08 16:05:07,1,delivered,relogios_presentes,549,52,2,2017-12-17 13:58:48,produto entregue no prazo e de ótima qualidade,2017-12-16 00:00:00,5,0,0,0,0,0,0,0,0,3
1936,1936,Ipira,SC,896,1937,satisfeito_com_pedido,satisfeito,2018-03-04 23:55:31.263283,2018-03-10 00:13:26.493763,2018-04-06 00:00:00.000000,15.43,1,33.6,2018-03-04 23:41:08,3,delivered,esporte_lazer,638,54,1,2018-03-14 17:24:33,produto como eu esperava,2018-03-13 00:00:00,5,0,0,0,0,0,0,0,0,3
1937,1937,Valinhos,SP,132,1938,satisfeito_com_pedido,satisfeito,2017-06-10 21:32:48.260831,2017-06-24 07:26:42.947365,2017-07-05 00:00:00.000000,18.09,1,119.99,2017-06-10 20:12:12,1,delivered,esporte_lazer,660,42,1,2017-06-27 22:11:50,recomendo,2017-06-25 00:00:00,5,0,0,0,0,0,0,0,0,3
1938,1938,Barueri,SP,64,1939,problemas_de_entrega,entrega_parcial,2017-10-16 15:07:22.792368,2017-10-21 12:57:58.486956,2017-11-06 00:00:00.000000,7.86,1,83.36,2017-10-16 14:57:35,7,delivered,cama_mesa_banho,184,57,2,2017-10-23 19:14:22,não recebi todos os produtos de 7 itens veio 3 e no status consta que foram todos entregues eu mesma recebi em casa e so veio 3 pacotes,2017-10-22 00:00:00,1,0,0,0,0,0,0,3,0,0
1939,1939,Sao Paulo,SP,58,1940,satisfeito_com_pedido,satisfeito,2018-03-21 10:08:06.435017,2018-03-27 19:48:34.818832,2018-04-03 00:00:00.000000,8.88,1,55.0,2018-03-21 09:46:54,1,delivered,ferramentas_jardim,368,52,2,2018-03-29 02:37:26,entrega rápida dentro do prazo,2018-03-28 00:00:00,5,1,0,0,0,0,0,0,0,2
1940,1940,Maetinga,BA,462,1941,satisfeito_com_pedido,antes_prazo,2018-01-02 22:14:26.456438,2018-01-10 21:42:25.962438,2018-02-06 00:00:00.000000,16.79,1,36.9,2018-01-02 22:07:13,1,delivered,perfumaria,1132,56,2,2018-01-12 05:31:07,muito antes do prazo,2018-01-11 00:00:00,5,3,0,0,0,0,0,0,0,0
1941,1941,Engenheiro Coelho,SP,131,1942,satisfeito_com_pedido,satisfeito,2017-07-12 00:45:11.072604,2017-07-21 20:41:05.801258,2017-08-03 00:00:00.000000,11.85,1,45.95,2017-07-11 22:02:35,1,delivered,cama_mesa_banho,161,39,2,2017-07-23 04:22:06,muito bom rapido recomento,2017-07-22 00:00:00,5,1,0,0,0,0,0,0,0,2
1942,1942,Jacarezinho,PR,864,1943,satisfeito_com_pedido,antes_prazo,2018-02-02 08:31:54.392100,2018-02-08 19:21:38.898052,2018-03-07 00:00:00.000000,15.1,1,41.3,2018-02-02 08:15:32,1,delivered,fashion_bolsas_e_acessorios,1519,52,2,2018-02-10 14:51:47,entrega antes do prazo recomendo,2018-02-09 00:00:00,5,3,0,0,0,0,0,0,0,0
1943,1943,Cidreira,RS,955,1944,problemas_de_entrega,atrasado,2017-09-02 18:35:13.525011,,2017-10-03 00:00:00.000000,36.42,1,436.6,2017-09-02 18:23:39,1,processing,informatica_acessorios,2014,56,2,2017-10-10 00:17:19,estou decepcionado com com a compra que fiz eu deveria ser comunicado se nao havia produto desponivel a mais tempo preciso do produto porque ja me causou prejuizo queimando um fonte pela demora,2017-10-05 00:00:00,2,0,2,0,0,0,1,0,0,0
1944,1944,Coromandel,MG,385,1945,satisfeito_com_pedido,satisfeito,2017-11-15 03:06:41.986719,2017-11-27 19:04:04.729105,2017-12-13 00:00:00.000000,19.66,1,59.9,2017-11-13 14:19:01,1,delivered,esporte_lazer,423,41,4,2017-11-29 12:04:16,excelente,2017-11-28 00:00:00,5,0,0,0,0,0,0,0,0,3
1945,1945,Luziania,GO,728,1946,satisfeito_com_pedido,satisfeito,2017-07-01 15:50:17.649228,2017-07-14 19:14:17.662474,2017-07-31 00:00:00.000000,20.04,1,114.9,2017-07-01 13:52:53,1,delivered,livros_interesse_geral,632,41,1,2017-07-16 14:10:41,bons profissionais podem confiar,2017-07-15 00:00:00,5,0,0,0,0,0,0,0,0,3
1946,1946,Sao Jose do Rio Claro,MT,784,1947,satisfeito_com_pedido,antes_prazo,2017-05-25 14:42:38.908370,2017-06-07 17:41:07.075418,2017-06-28 00:00:00.000000,17.98,1,220.0,2017-05-25 14:29:42,1,delivered,cama_mesa_banho,313,62,1,2017-06-09 19:48:07,fiquei muito feliz com a compra foi entregue antes do prazo previsto e a mercadoria como visualizei no site parabéns pelo atendimento,2017-06-08 00:00:00,5,2,0,0,0,0,0,0,0,1
1947,1947,Sao Joao de Meriti,RJ,255,1948,satisfeito_com_pedido,satisfeito,2017-06-13 22:55:39.683168,2017-06-21 16:15:53.931675,2017-07-06 00:00:00.000000,16.64,1,269.0,2017-06-13 22:28:55,1,delivered,relogios_presentes,721,42,2,2017-06-26 21:03:36,otimo produto,2017-06-22 00:00:00,5,0,0,0,0,0,0,0,0,3
1948,1948,Sao Paulo,SP,50,1949,satisfeito_com_pedido,satisfeito,2017-08-10 20:31:18.809282,2017-08-21 17:16:13.632378,2017-08-23 00:00:00.000000,11.73,1,69.9,2017-08-10 17:58:20,1,delivered,utilidades_domesticas,661,42,2,2017-08-23 05:06:07,gente mesmo com o erro meu de endereço vocês prontamente resolveram o problema adoro comprar com vocês sou cliente há muitos anos e por motivos óbvios o atendimento de vocês é perfeito adoro,2017-08-22 00:00:00,5,0,0,0,0,0,0,0,0,3
1949,1949,Chapeco,SC,898,1950,problemas_de_entrega,atrasado,2018-01-24 00:34:52.388267,2018-02-28 12:55:19.479946,2018-02-21 00:00:00.000000,70.72,4,247.6,2018-01-24 00:17:09,1,delivered,utilidades_domesticas,462,37,1,2018-02-26 03:11:17,não recebi a mercadoria está muito atrasada a entrega,2018-02-23 00:00:00,1,0,3,0,0,0,0,0,0,0
1950,1950,Natal,RN,590,1951,satisfeito_com_pedido,satisfeito,2017-12-29 15:59:31.609121,2018-01-04 21:19:10.226112,2018-01-22 00:00:00.000000,8.27,1,34.0,2017-12-29 15:48:37,1,delivered,livros_interesse_geral,606,60,1,2018-01-08 02:17:21,tudo certo,2018-01-05 00:00:00,5,0,0,0,0,0,0,0,0,3
1951,1951,Gaspar,SC,891,1952,problemas_de_entrega,entrega_parcial,2017-11-23 23:31:57.369983,2017-12-01 14:46:51.435419,2017-12-21 00:00:00.000000,35.2,2,25.98,2017-11-23 23:22:14,1,delivered,moveis_decoracao,868,49,2,2017-12-02 20:28:37,fiz a compra de 2 unidades do produto porém apenas 1 foi entregue a empresa indicou que fez 000 da entrega ainda aguardo o recebimento,2017-12-02 00:00:00,1,0,0,0,0,0,0,3,0,0
1952,1952,Candeias,MG,372,1953,problemas_de_qualidade,diferente_do_anunciado,2018-02-24 02:51:18.250527,2018-03-20 08:22:00.952841,2018-03-22 00:00:00.000000,27.68,1,194.9,2018-02-23 08:25:42,1,delivered,esporte_lazer,3708,54,1,2018-03-21 19:22:08,pedi o produto no sabor baunilha veio chocolate fora que não veio o bcaa,2018-03-21 00:00:00,2,0,0,0,3,0,0,0,0,0
1953,1953,Belem,PA,660,1954,problemas_de_qualidade,devolucao,2017-07-27 19:03:29.775751,2017-07-31 17:25:38.872068,2017-08-30 00:00:00.000000,18.26,1,139.9,2017-07-27 18:41:30,6,delivered,fashion_roupa_masculina,523,37,1,2017-08-02 14:23:42,muito bom como uma observação uma camisa com e tamanho errado veio número 04,2017-08-01 00:00:00,4,0,0,0,1,0,0,0,2,0
1954,1954,Fortaleza,CE,608,1955,problemas_de_qualidade,baixa_qualidade,2017-12-01 10:31:12.793550,2018-01-03 20:07:05.819991,2018-01-04 00:00:00.000000,28.95,1,79.0,2017-11-30 23:36:03,1,delivered,papelaria,211,52,2,2018-01-07 12:20:40,o material a mochila é bem simples,2018-01-04 00:00:00,4,0,0,2,0,0,0,0,0,1
1955,1955,Alvinopolis,MG,359,1956,satisfeito_com_pedido,satisfeito,2018-01-10 10:32:47.783998,2018-01-15 16:14:24.324400,2018-02-08 00:00:00.000000,15.1,1,23.99,2018-01-08 20:56:46,1,delivered,beleza_saude,575,48,1,2018-01-17 18:49:30,muito satisfeito com a compra e o prazo de entrega indicarei a loja para outras pessoas,2018-01-16 00:00:00,5,1,0,0,0,0,0,0,0,2
1956,1956,BRASILIA,DF,730,1957,satisfeito_com_pedido,satisfeito,2018-01-15 16:56:21.618571,2018-01-25 20:28:38.875698,2018-02-16 00:00:00.000000,21.39,1,129.0,2018-01-15 16:28:44,1,delivered,relogios_presentes,1076,33,3,2018-01-28 03:08:17,essa é a minha segunda experiência e estou satisfeito,2018-01-26 00:00:00,5,0,0,0,0,0,0,0,0,3
1957,1957,Valparaiso de Goias,GO,728,1958,problemas_de_entrega,atrasado,2017-05-09 06:42:15.884101,,2017-06-06 00:00:00.000000,17.67,1,59.99,2017-05-06 19:56:25,1,shipped,bebes,518,56,4,2017-06-08 15:39:38,comprei e não recebi até hoje nem mesmo o meu dinheiro de volta,2017-06-08 00:00:00,1,0,3,0,0,0,0,0,0,0
1958,1958,Votuporanga,SP,155,1959,satisfeito_com_pedido,satisfeito,2017-06-29 16:05:48.737347,2017-07-20 12:42:49.241969,2017-07-21 00:00:00.000000,15.1,1,22.68,2017-06-29 15:54:58,1,delivered,livros_interesse_geral,965,25,1,2017-07-25 22:41:54,não tenho nenhuma queixa só elogios fui atendida sem burocracias no sprazo recebi emails atenciosos estou satisfeita,2017-07-21 00:00:00,5,0,0,0,0,0,0,0,0,3
1959,1959,Bauru,SP,170,1960,satisfeito_com_pedido,satisfeito,2018-01-31 13:46:56.904064,2018-03-06 17:29:32.119752,2018-03-13 00:00:00.000000,20.72,1,106.99,2018-01-31 12:36:35,1,delivered,moveis_escritorio,1200,46,1,2018-03-07 23:45:17,o produto é lindo fiquei muito satisfeita,2018-03-07 00:00:00,5,0,0,0,0,0,0,0,0,3
1960,1960,Americana,SP,134,1961,problemas_de_entrega,atrasado,2018-01-18 00:11:34.495508,2018-01-31 00:23:19.302708,2018-02-22 00:00:00.000000,25.62,2,195.12,2018-01-18 00:00:33,1,delivered,automotivo,694,33,1,2018-01-31 11:54:23,ainda não recebi este item,2018-01-30 00:00:00,1,0,3,0,0,0,0,0,0,0
1961,1961,Uruana,GO,763,1962,satisfeito_com_pedido,antes_prazo,2017-10-17 14:49:38.222589,2017-10-27 19:28:50.245632,2017-11-13 00:00:00.000000,101.17,1,799.99,2017-10-17 14:36:26,1,delivered,cool_stuff,874,50,3,2017-10-28 16:31:19,o carrinho ohlalà da chicco é simplesmente maravilhoso levíssimo confortável e super prático recebi 16 dias antes do prazo muito satisfeita com tudo grata,2017-10-28 00:00:00,5,2,0,0,0,0,0,0,0,1
1962,1962,Maravilha,SC,898,1963,,,2017-10-12 02:31:31.857812,2017-10-25 13:29:06.450922,2017-11-06 00:00:00.000000,15.1,1,39.99,2017-10-10 23:27:40,1,delivered,fashion_bolsas_e_acessorios,361,42,1,2017-10-26 17:59:23,loja confiável porém o produto veio fica frouxo,2017-10-26 00:00:00,3,0,0,1,0,0,1,0,0,1
1963,1963,Campos do Jordao,SP,124,1964,satisfeito_com_pedido,satisfeito,2017-06-28 14:55:20.395406,2017-07-05 15:22:29.261845,2017-07-18 00:00:00.000000,11.85,1,49.9,2017-06-28 14:44:38,1,delivered,brinquedos,623,43,5,2017-07-07 04:22:32,eu confio neste site para compras nunca tive dor de cabeça,2017-07-06 00:00:00,5,0,0,0,0,0,0,0,0,3
1964,1964,RIO DE JANEIRO,RJ,220,1965,satisfeito_com_pedido,satisfeito,2017-08-31 02:45:06.981625,2017-09-06 23:04:01.629198,2017-09-12 00:00:00.000000,26.74,2,153.96,2017-08-30 14:00:31,1,delivered,esporte_lazer,2532,26,1,2017-09-09 18:41:27,muito bom,2017-09-07 00:00:00,5,0,0,0,0,0,0,0,0,3
1965,1965,Ouro Branco,MG,364,1966,problemas_de_qualidade,devolucao,2018-02-09 19:08:08.013501,2018-02-21 17:07:47.468235,2018-03-08 00:00:00.000000,16.29,1,75.0,2018-02-09 18:52:08,1,delivered,bebidas,3138,50,9,2018-02-23 23:33:34,recebi o produto porem uma das latas estava aberta inclusive o lacre metalico perdi uns 30 de produto porque estava derramado na embalagem sugiro que vocês lacrem com alguma fita adesiva a tam,2018-02-22 00:00:00,2,0,0,0,0,1,0,0,2,0
1966,1966,Limeira,SP,134,1967,satisfeito_com_pedido,satisfeito,2018-02-08 19:10:05.601463,2018-02-14 23:34:00.594111,2018-02-22 00:00:00.000000,9.51,1,99.9,2018-02-08 17:26:13,1,delivered,malas_acessorios,912,25,3,2018-02-22 20:00:48,linda mochila boa qualidade bom preço e entrega rápida,2018-02-21 00:00:00,4,1,0,0,0,0,0,0,0,2
1967,1967,Uberlandia,MG,384,1968,problemas_de_qualidade,devolucao,2017-04-11 22:15:15.726521,2017-04-25 11:28:06.613739,2017-05-09 00:00:00.000000,33.09,1,113.0,2017-04-11 22:01:04,1,delivered,esporte_lazer,574,57,4,2017-05-17 15:12:56,não foi entregue o produto que comprei enviaram outro produto e solicitei a troca enviaram um voucher que não foi aceito pelo correios tive que ligar novamente e reclamar voltar no correios,2017-04-28 00:00:00,1,0,0,0,0,0,0,0,3,0
1968,1968,Atibaia,SP,129,1969,satisfeito_com_pedido,satisfeito,2017-09-12 12:25:13.398237,2017-09-13 17:02:21.311956,2017-09-22 00:00:00.000000,7.78,1,49.9,2017-09-12 12:08:48,1,delivered,automotivo,804,57,7,2017-09-18 20:51:12,entrega muito rapida,2017-09-14 00:00:00,4,1,0,0,0,0,0,0,0,2
1969,1969,Erechim,RS,997,1970,problemas_de_entrega,entrega_parcial,2018-02-06 13:35:05.823995,2018-02-21 20:36:59.849368,2018-03-12 00:00:00.000000,12.54,1,59.99,2018-02-06 09:43:59,2,delivered,brinquedos,291,29,3,2018-02-23 05:24:08,a compra efetuada foram dois ursos que rezam um rosa e um azul recebi somente um dos produtos que adquiri o rosa estou aguardando retorno do vendedor sobre o que ocorreu e se vou receber o outro,2018-02-22 00:00:00,3,0,0,0,0,0,0,3,0,0
1970,1970,Natal,RN,591,1971,satisfeito_com_pedido,satisfeito,2017-12-24 11:27:49.532922,2017-12-27 21:06:43.655324,2018-01-17 00:00:00.000000,8.27,1,34.0,2017-12-23 11:00:34,1,delivered,livros_interesse_geral,606,60,1,2017-12-31 05:45:51,entrega muito rápida,2017-12-28 00:00:00,5,1,0,0,0,0,0,0,0,2
1971,1971,Sao Paulo,SP,29,1972,problemas_de_entrega,atrasado,2018-02-02 23:29:52.894390,2018-03-06 18:06:05.784547,2018-02-26 00:00:00.000000,13.81,1,113.0,2018-02-02 23:04:53,1,delivered,cama_mesa_banho,588,53,1,2018-02-28 23:37:48,eu quero saber porque o meu produto ainda não chegou,2018-02-28 00:00:00,4,0,3,0,0,0,0,0,0,0
1972,1972,Messias,AL,579,1973,problemas_de_entrega,entrega_parcial,2017-12-07 19:31:07.856818,2018-01-03 13:09:13.553995,2018-01-12 00:00:00.000000,33.36,1,107.99,2017-12-07 19:19:51,4,delivered,cama_mesa_banho,143,52,1,2018-01-06 03:20:03,ainda não recebi meus produtos completo comprei 4 cortinas e uma capa p sofa ate agora só recebi as duas cortinas,2018-01-04 00:00:00,3,0,0,0,0,0,0,3,0,0
1973,1973,Araraquara,SP,148,1974,problemas_de_qualidade,diferente_do_anunciado,2018-03-22 10:29:30.454296,2018-04-03 09:55:24.560714,2018-04-10 00:00:00.000000,14.05,1,98.0,2018-03-22 10:09:52,1,delivered,beleza_saude,460,39,3,2018-04-05 02:51:02,comprei uma máquina whal veio outra máquina de marca estranha insastifeito,2018-04-04 00:00:00,1,0,0,0,3,0,0,0,0,0
1974,1974,Sao Joao do Triunfo,PR,841,1975,problemas_de_entrega,atrasado,2017-09-02 01:12:51.654761,,2017-10-05 00:00:00.000000,33.12,1,2999.0,2017-09-02 00:53:12,1,invoiced,telefonia,1611,62,2,2017-10-08 01:49:24,nem sequer um emailzinho formal nada vou esperar mais um pouco com fé chega,2017-10-07 00:00:00,1,0,3,0,0,0,0,0,0,0
